,spp.num,alpha.code,name,spp,order
1,10,WEGR,Western Grebe,Aechmophorus occidentalis,96
2,11,CLGR,Clark's Grebe,Aechmophorus clarkii,98
3,12,WCGR,Western/Clark's Grebe,hybrid,97
4,20,RNGR,Red-necked Grebe,Podiceps grisegena,94
5,30,HOGR,Horned Grebe,Podiceps auritus,93
6,40,EAGR,Eared Grebe,Podiceps nigricollis,95
7,50,LEGR,Least Grebe,Tachybaptus dominicus,91
8,60,PBGR,Pied-billed Grebe,Podilymbus podiceps,92
9,70,COLO,Common Loon,Gavia immer,89
10,80,YBLO,Yellow-billed Loon,Gavia adamsii,90
11,90,ARLO,Arctic Loon,Gavia arctica,87
12,100,PALO,Pacific Loon,Gavia pacifica,88
13,110,RTLO,Red-throated Loon,Gavia stellata,86
14,120,TUPU,Tufted Puffin,Fratercula cirrhata,389
15,130,ATPU,Atlantic Puffin,Fratercula arctica,387
16,140,HOPU,Horned Puffin,Fratercula corniculata,388
17,150,RHAU,Rhinoceros Auklet,Cerorhinca monocerata,386
18,160,CAAU,Cassin's Auklet,Ptychoramphus aleuticus,381
19,170,PAAU,Parakeet Auklet,Aethia psittacula,382
20,180,CRAU,Crested Auklet,Aethia cristatella,385
21,190,WHAU,Whiskered Auklet,Aethia pygmaea,384
22,200,LEAU,Least Auklet,Aethia pusilla,383
23,210,ANMU,Ancient Murrelet,Synthliboramphus antiquus,380
24,230,MAMU,Marbled Murrelet,Brachyramphus marmoratus,374
25,231,LBMU,Long-billed Murrelet,Brachyramphus perdix,372
26,232,AMMU,Alaska Marbled Murrelet,Brachyramphus marmoratus,373
27,240,KIMU,Kittlitz's Murrelet,Brachyramphus brevirostris,375
28,250,XAMU,Xantus's Murrelet,hybrid,376
29,251,SCMU,Scripps's Murrelet,Synthliboramphus scrippsi,377
30,252,GUMU,Guadalupe Murrelet,Synthliboramphus hypoleucus,378
31,260,CRMU,Craveri's Murrelet,Synthliboramphus craveri,379
32,270,BLGU,Black Guillemot,Cepphus grylle,370
33,290,PIGU,Pigeon Guillemot,Cepphus columba,371
34,300,COMU,Common Murre,Uria aalge,367
35,310,TBMU,Thick-billed Murre,Uria lomvia,368
36,320,RAZO,Razorbill,Alca torda,369
37,340,DOVE,Dovekie,Alle alle,366
38,350,GRSK,Great Skua,Stercorarius skua,359
39,352,SPSK,South Polar Skua,Stercorarius maccormicki,360
40,360,POJA,Pomarine Jaeger,Stercorarius pomarinus,363
41,370,PAJA,Parasitic Jaeger,Stercorarius parasiticus,364
42,380,LTJA,Long-tailed Jaeger,Stercorarius longicaudus,365
43,390,IVGU,Ivory Gull,Pagophila eburnea,392
46,391,MAGU,Magellan Gull,Leucophaeus scoresbii,398
47,400,BLKI,Black-legged Kittiwake,Rissa tridactyla,390
48,410,RLKI,Red-legged Kittiwake,Rissa brevirostris,391
49,420,GLGU,Glaucous Gull,Larus hyperboreus,414
50,430,ICGU,Iceland Gull,Larus glaucoides,410
51,431,THGU,Thayer's Gull,Larus thayeri,409
52,440,GWGU,Glaucous-winged Gull,Larus glaucescens,413
53,446,HYGU,Hybrid Gull,hybrid,417
54,470,GBBG,Great Black-backed Gull,Larus marinus,415
55,480,SBGU,Slaty-backed Gull,Larus schistisagus,412
56,490,WEGU,Western Gull,Larus occidentalis,405
57,491,YFGU,Yellow-footed Gull,Larus livens,406
58,500,LBBG,Lesser Black-backed Gull,Larus fuscus,411
59,510,HERG,Herring Gull,Larus argentatus,408
60,530,CAGU,California Gull,Larus californicus,407
61,534,UNGU,Unidentified Gull,hybrid,418
62,540,RBGU,Ring-billed Gull,Larus delawarensis,404
63,542,BTGU,Band-tailed Gull,Larus belcheri,401
64,550,MEGU,Mew Gull,Larus canus,403
65,551,BHGU,Black-headed Gull,Chroicocephalus ridibundus,395
66,570,HEEG,Heermann's Gull,Larus heermanni,402
67,580,LAGU,Laughing Gull,Leucophaeus atricilla,399
68,590,FRGU,Franklin's Gull,Leucophaeus pipixcan,400
69,600,BOGU,Bonaparte's Gull,Chroicocephalus philadelphia,394
70,601,LIGU,Little Gull,Hydrocoloeus minutus,396
71,610,ROGU,Ross's Gull,Rhodostethia rosea,397
73,620,SAGU,Sabine's Gull,Xema sabini,393
74,630,GBTE,Gull-billed Tern,Gelochelidon nilotica,431
75,640,CATE,Caspian Tern,Hydroprogne caspia,432
76,650,ROYT,Royal Tern,Thalasseus maximus,444
77,652,CRTE,Crested Tern,Thalasseus bergii,445
78,660,ELTE,Elegant Tern,Thalasseus elegans,448
79,670,SATE,Sandwich Tern,Thalasseus sandvicensis,446
80,671,CAYT,Cayenne Tern,Thalasseus sandvicensis eurygnatha,447
81,690,FOTE,Forster's Tern,Sterna forsteri,443
82,700,COTE,Common Tern,Sterna hirundo,439
83,706,HYTE,Hybrid Tern,hybrid,449
84,710,ARTE,Arctic Tern,Sterna paradisaea,440
85,720,ROST,Roseate Tern,Sterna dougallii,436
86,725,HCRT,Common Tern X Roseate Tern Hybrid,hybrid,438
87,730,ALTE,Aleutian Tern,Onychoprion aleuticus,426
88,731,BNTE,Black-naped Tern,Sterna sumatrana,437
89,740,LETE,Least Tern,Sternula antillarum,428
90,741,LITE,Little Tern,Sternula albifrons,427
91,742,ILTE,Interior Least Tern,Sternula antillarum athalassos,429
92,743,CLTE,California Least Tern,Sternula antillarum browni,430
93,750,SOTE,Sooty Tern,Onychoprion fuscatus,423
94,760,BRTE,Bridled Tern,Onychoprion anaethetus,425
95,761,GRAT,Gray-backed Tern,Onychoprion lunatus,424
96,770,BLTE,Black Tern,Chlidonias niger,433
97,780,WWTE,White-winged Tern,Chlidonias leucopterus,434
98,781,WHIT,Whiskered Tern,Chlidonias hybrida,435
99,790,BRNO,Brown Noddy,Anous stolidus,419
100,791,BLNO,Black Noddy,Anous minutus,420
101,792,BGNO,Blue-gray Noddy,Procelsterna cerulea,421
102,793,WHTE,White Tern,Gygis alba,422
103,800,BLSK,Black Skimmer,Rynchops niger,450
104,810,BFAL,Black-footed Albatross,Phoebastria nigripes,125
105,811,WAAL,Wandering Albatross,Diomedea exulans,123
106,816,HYAL,Hybrid Albatross,hybrid,120
107,820,STAL,Short-tailed Albatross,Phoebastria albatrus,127
108,821,LAAL,Laysan Albatross,Phoebastria immutabilis,124
109,822,BBAL,Black-browed Albatross,Thalassarche melanophris,116
110,823,SHAL,Shy Albatross,Thalassarche cauta,115
111,824,WAVA,Waved Albatross,Phoebastria irrorata,126
112,830,YNAL,Yellow-nosed Albatross,Thalassarche chlororhynchos,114
113,860,NOFU,Northern Fulmar,Fulmarus glacialis,130
114,880,COSH,Cory's Shearwater,Calonectris diomedea,155
115,881,STRS,Streaked Shearwater,Calonectris leucomelas,154
116,890,GRSH,Great Shearwater,Puffinus gravis,158
117,900,MASH,Manx Shearwater,Puffinus puffinus,164
118,910,PFSH,Pink-footed Shearwater,Puffinus creatopus,156
119,920,AUSH,Audubon's Shearwater,Puffinus lherminieri,168
120,921,LISH,Little Shearwater,Puffinus assimilis,170
121,922,TRSH,Tropical Shearwater,Puffinus bailloni,169
122,930,BVSH,Black-vented Shearwater,Puffinus opisthomelas,167
123,931,TOSH,Townsend's Shearwater,Puffinus auricularis,166
124,932,NESH,Newell's Shearwater,Puffinus newelli,165
125,950,SOSH,Sooty Shearwater,Puffinus griseus,161
126,951,FFSH,Flesh-footed Shearwater,Puffinus carneipes,157
127,960,SHOS,Short-tailed Shearwater,Puffinus tenuirostris,162
128,961,WTSH,Wedge-tailed Shearwater,Puffinus pacificus,159
129,962,BULS,Buller's Shearwater,Puffinus bulleri,160
130,963,CHSH,Christmas Shearwater,Puffinus nativitatis,163
131,980,BCPE,Black-capped Petrel,Pterodroma hasitata,143
132,983,COPE,Cook's Petrel,Pterodroma cookii,149
133,985,HAPE,Hawaiian Petrel,Pterodroma sandwichensis,146
134,987,JFPE,Juan Fernandez Petrel,Pterodroma externa,144
135,988,PHPE,Phoenix Petrel,Pterodroma alba,145
136,990,MOPE,Mottled Petrel,Pterodroma inexpectata,142
137,991,BOPE,Bonin Petrel,Pterodroma hypoleuca,147
138,992,BWPE,Black-winged Petrel,Pterodroma nigripennis,148
139,1001,MUPE,Murphy's Petrel,Pterodroma ultima,141
140,1003,STPE,Stejneger's Petrel,Pterodroma longirostris,150
141,1004,TAPE,Tahiti Petrel,Pterodroma rostrata,151
142,1010,BUPE,Bulwer's Petrel,Bulweria bulwerii,152
143,1020,CAPE,Cape Petrel,Daption capense,133
144,1030,LTSP,Least Storm-Petrel,Oceanodroma microsoma,182
145,1050,FTSP,Fork-tailed Storm-Petrel,Oceanodroma furcata,175
146,1060,LHSP,Leach's Storm-Petrel,Oceanodroma leucorhoa,176
147,1062,BANP,Band-rumped Storm-Petrel,Oceanodroma castro,178
148,1063,WRSP,Wedge-rumped Storm-Petrel,Oceanodroma tethys,179
149,1070,BLSP,Black Storm-Petrel,Oceanodroma melania,180
150,1071,TRSP,Tristram's Storm-Petrel,Oceanodroma tristrami,181
151,1080,ASSP,Ashy Storm-Petrel,Oceanodroma homochroa,177
152,1090,WISP,Wilson's Storm-Petrel,Oceanites oceanicus,171
153,1101,WHSP,White-throated Storm-Petrel,Nesofregetta fuliginosa,174
154,1110,WFSP,White-faced Storm-Petrel,Pelagodroma marina,173
155,1120,WTTR,White-tailed Tropicbird,Phaethon lepturus,183
156,1130,RBTR,Red-billed Tropicbird,Phaethon aethereus,184
157,1131,RTTR,Red-tailed Tropicbird,Phaethon rubricauda,185
158,1140,MABO,Masked Booby,Sula dactylatra,190
159,1141,BFBO,Blue-footed Booby,Sula nebouxii,192
160,1142,NABO,Nazca Booby,Sula granti,191
161,1150,BRBO,Brown Booby,Sula leucogaster,193
162,1160,RFBO,Red-footed Booby,Sula sula,194
163,1170,NOGA,Northern Gannet,Morus bassanus,195
164,1180,ANHI,Anhinga,Anhinga anhinga,204
165,1190,GRCO,Great Cormorant,Phalacrocorax carbo,199
166,1200,DCCO,Double-crested Cormorant,Phalacrocorax auritus,198
167,1201,GUCO,Guanay Cormorant,Leucocarbo bougainvillii,202
168,1210,NECO,Neotropic Cormorant,Phalacrocorax brasilianus,197
169,1220,BRAC,Brandt's Cormorant,Phalacrocorax penicillatus,196
170,1230,PECO,Pelagic Cormorant,Phalacrocorax pelagicus,201
171,1240,RFCO,Red-faced Cormorant,Phalacrocorax urile,200
172,1250,AWPE,American White Pelican,Pelecanus erythrorhynchos,205
173,1260,BRPE,Brown Pelican,Pelecanus occidentalis,206
174,1280,MAFR,Magnificent Frigatebird,Fregata magnificens,187
175,1281,GRFR,Great Frigatebird,Fregata minor,188
176,1282,LEFR,Lesser Frigatebird,Fregata ariel,189
177,1290,COME,Common Merganser,Mergus merganser,80
178,1300,RBME,Red-breasted Merganser,Mergus serrator,81
179,1310,HOME,Hooded Merganser,Lophodytes cucullatus,79
180,1320,MALL,Mallard,Anas platyrhynchos,44
181,1321,HAWD,Hawaiian Duck,Anas wyvilliana,47
182,1322,LADU,Laysan Duck,Anas laysanensis,48
183,1323,MHDH,Mallard X Hawaiian Duck Hybrid,hybrid,49
184,1325,MBDX,Mallard X American Black Duck Intermediate,hybrid,41
185,1326,MBDH,Mallard X American Black Duck Hybrid,hybrid,42
186,1327,MALX,Mallard Dominant X American Black Duck Hybrid,hybrid,43
187,1330,ABDU,American Black Duck,Anas rubripes,39
188,1331,MEDU,Mexican Duck,Anas diazi,46
189,1337,ABDX,American Black Duck Dominant X Mallard Hybrid,hybrid,40
190,1340,MODU,Mottled Duck,Anas fulvigula,45
191,1350,GADW,Gadwall,Anas strepera,35
192,1360,EUWI,Eurasian Wigeon,Anas penelope,37
193,1370,AMWI,American Wigeon,Anas americana,38
194,1371,FATE,Falcated Teal,Anas falcata,36
195,1380,EGWT,European Green-winged Teal,Anas crecca crecca,57
196,1390,AGWT,Green-winged Teal,Anas crecca,58
197,1391,BATE,Baikal Teal,Anas formosa,56
198,1392,GARG,Garganey,Anas querquedula,55
199,1400,BWTE,Blue-winged Teal,Anas discors,50
200,1401,UNTE,Unidentified Teal,hybrid,59
201,1410,CITE,Cinnamon Teal,Anas cyanoptera,51
202,1420,NSHO,Northern Shoveler,Anas clypeata,52
203,1430,NOPI,Northern Pintail,Anas acuta,54
204,1431,WHIP,White-cheeked Pintail,Anas bahamensis,53
205,1436,OHDU,Other Hybrid Duck,hybrid,84
206,1440,WODU,Wood Duck,Aix sponsa,34
208,1441,MUDU,Muscovy Duck,Cairina moschata,33
209,1460,REDH,Redhead,Aythya americana,61
210,1461,CPOC,Common Pochard,Aythya ferina,62
211,1470,CANV,Canvasback,Aythya valisineria,60
212,1480,GRSC,Greater Scaup,Aythya marila,65
213,1490,LESC,Lesser Scaup,Aythya affinis,66
214,1491,TUDU,Tufted Duck,Aythya fuligula,64
215,1500,RNDU,Ring-necked Duck,Aythya collaris,63
216,1510,COGO,Common Goldeneye,Bucephala clangula,77
217,1520,BAGO,Barrow's Goldeneye,Bucephala islandica,78
218,1530,BUFF,Bufflehead,Bucephala albeola,76
219,1540,LTDU,Long-tailed Duck,Clangula hyemalis,75
220,1550,HARD,Harlequin Duck,Histrionicus histrionicus,71
221,1570,STEI,Steller's Eider,Polysticta stelleri,67
222,1580,SPEI,Spectacled Eider,Somateria fischeri,68
223,1590,COEI,Common Eider,Somateria mollissima,70
225,1620,KIEI,King Eider,Somateria spectabilis,69
226,1630,BLSC,Black Scoter,Melanitta americana,74
227,1650,WWSC,White-winged Scoter,Melanitta fusca,73
228,1660,SUSC,Surf Scoter,Melanitta perspicillata,72
229,1670,RUDU,Ruddy Duck,Oxyura jamaicensis,83
231,1680,MADU,Masked Duck,Nomonyx dominicus,82
232,1690,LSGO,Lesser Snow Goose,Chen caerulescens caerulescens,10
233,1691,BLGO,Blue Goose,Chen caerulescens,11
234,1695,SBGI,Snow X Blue Goose Intergrade,hybrid,12
235,1698,BGSG,Blue Greater Snow Goose,hybrid,13
236,1699,GSGO,Greater Snow Goose,Chen caerulescens atlantica,14
237,1700,ROGO,Ross's Goose,Chen rossii,16
238,1703,SRGH,Snow X Ross's Goose Hybrid,hybrid,15
239,1710,GWFG,Greater White-fronted Goose,Anser albifrons,6
240,1711,TABG,Taiga Bean-Goose,Anser fabalis,4
241,1712,PFGO,Pink-footed Goose,Anser brachyrhynchus,5
242,1713,LWFG,Lesser White-fronted Goose,Anser erythropus,7
243,1716,OHGO,Other Hybrid Goose,hybrid,27
244,1719,TWFG,Tule White-fronted Goose,Anser albifrons elgasi,8
245,1720,CAGO,Canada Goose,Branta canadensis,25
246,1721,ACGO,Aleutian Canada Goose,Branta hutchinsii leucopareia,21
247,1722,CACG,Cackling Goose,Branta hutchinsii,22
248,1723,LCGO,Large Canada Goose,Branta canadensis maxima,23
249,1729,SCGO,Small Canada Goose,Branta canadensis parvipes,24
250,1730,ATBR,Atlantic Brant,Branta bernicla hrota,17
251,1731,BABI,Black X Atlantic Brant Intergrade,hybrid,18
252,1740,BLBR,Black Brant,Branta bernicla nigricans,19
253,1750,BRNG,Barnacle Goose,Branta leucopsis,20
254,1751,HAGO,Hawaiian Goose,Branta sandvicensis,26
255,1760,EMGO,Emperor Goose,Chen canagica,9
256,1770,BBWD,Black-bellied Whistling-Duck,Dendrocygna autumnalis,1
257,1771,WIWD,West Indian Whistling-Duck,Dendrocygna arborea,2
258,1780,FUWD,Fulvous Whistling-Duck,Dendrocygna bicolor,3
259,1782,MUSW,Mute Swan,Cygnus olor,28
260,1790,WHOS,Whooper Swan,Cygnus cygnus,32
261,1800,WHSW,Whistling Swan,Cygnus columbianus columbianus,30
262,1801,BESW,Bewick's Swan,Cygnus columbianus bewickii,31
263,1810,TRUS,Trumpeter Swan,Cygnus buccinator,29
264,1820,AMFL,American Flamingo,Phoenicopterus ruber,99
265,1830,ROSP,Roseate Spoonbill,Platalea ajaja,226
266,1840,WHIB,White Ibis,Eudocimus albus,222
267,1850,SCIB,Scarlet Ibis,Eudocimus ruber,223
268,1860,GLIB,Glossy Ibis,Plegadis falcinellus,224
269,1870,WFIB,White-faced Ibis,Plegadis chihi,225
270,1880,WOST,Wood Stork,Mycteria americana,186
271,1900,AMBI,American Bittern,Botaurus lentiginosus,207
273,1910,LEBI,Least Bittern,Ixobrychus exilis,209
278,1911,YEBI,Yellow Bittern,Ixobrychus sinensis,208
279,1920,GWHE,Great White Heron,Ardea herodias occidentalis,210
280,1940,GBHE,Great Blue Heron,Ardea herodias,211
281,1960,GREG,Great Egret,Ardea alba,212
282,1969,PRHE,Pacific Reef Heron,Egretta sacra,213
283,1970,SNEG,Snowy Egret,Egretta thula,214
284,1980,REEG,Reddish Egret,Egretta rufescens,217
285,1990,TRHE,Tricolored Heron,Egretta tricolor,216
286,2000,LBHE,Little Blue Heron,Egretta caerulea,215
287,2001,CAEG,Cattle Egret,Bubulcus ibis,218
288,2010,GRHE,Green Heron,Butorides virescens,219
289,2020,BCNH,Black-crowned Night-Heron,Nycticorax nycticorax,220
290,2030,YCNH,Yellow-crowned Night-Heron,Nyctanassa violacea,221
291,2040,WHCR,Whooping Crane,Grus americana,281
292,2060,SACR,Sandhill Crane,Antigone canadensis,279
293,2061,MSCR,Mississippi Sandhill Crane,Grus canadensis pulla,280
294,2070,LIMP,Limpkin,Aramus guarauna,278
295,2080,KIRA,King Rail,Rallus elegans,266
296,2110,CLRA,Clapper Rail,Rallus longirostris,265
297,2111,CRRA,California Ridgway's Rail,Rallus obsoletus obsoletus,262
298,2112,LFRR,Light-footed Ridgway's Rail,Rallus obsoletus levipes,263
299,2113,YRRA,Yuma Ridgway's Rail,Rallus obsoletus yumanensis,264
300,2120,VIRA,Virginia Rail,Rallus limicola,267
301,2131,YBCR,Yellow-breasted Crake,Porzana flaviventer,269
302,2140,SORA,Sora,Porzana carolina,268
303,2150,YERA,Yellow Rail,Coturnicops noveboracensis,259
304,2160,BLRA,Black Rail,Laterallus jamaicensis,260
305,2161,BBRA,Buff-banded Rail,Gallirallus philippensis,261
306,2180,PUGA,Purple Gallinule,Porphyrio martinicus,271
307,2181,PUSW,Purple Swamphen,Porphyrio porphyrio,270
308,2190,COGA,Common Gallinule,Gallinula galeata,272
309,2191,HAGA,Hawaiian Gallinule,Gallinula galeata sandvicensis,273
310,2192,MCMO,Mariana Common Moorhen,Gallinula chloropus guami,274
311,2201,HACO,Hawaiian Coot,Fulica alai,275
312,2210,AMCO,American Coot,Fulica americana,276
313,2211,CARC,Caribbean Coot,Fulica caribaea,277
314,2220,REPH,Red Phalarope,Phalaropus fulicarius,358
315,2230,RNPH,Red-necked Phalarope,Phalaropus lobatus,357
316,2240,WIPH,Wilson's Phalarope,Phalaropus tricolor,356
317,2250,AMAV,American Avocet,Recurvirostra americana,284
318,2260,BNST,Black-necked Stilt,Himantopus mexicanus,282
319,2261,HAST,Hawaiian Stilt,Himantopus mexicanus knudseni,283
320,2270,EUWO,Eurasian Woodcock,Scolopax rusticola,354
321,2280,AMWO,American Woodcock,Scolopax minor,355
322,2290,COSN,Common Snipe,Gallinago gallinago,350
323,2300,WISN,Wilson's Snipe,Gallinago delicata,351
324,2301,PTSN,Pin-tailed Snipe,Gallinago stenura,352
325,2302,SWSN,Swinhoe's Snipe,Gallinago megala,353
326,2310,SBDO,Short-billed Dowitcher,Limnodromus griseus,348
327,2320,LBDO,Long-billed Dowitcher,Limnodromus scolopaceus,349
328,2330,STSA,Stilt Sandpiper,Calidris himantopus,332
329,2340,REKN,Red Knot,Calidris canutus,327
332,2341,RRKN,Rufa Red Knot,Calidris canutus rufa,328
333,2350,PUSA,Purple Sandpiper,Calidris maritima,340
334,2360,ROSA,Rock Sandpiper,Calidris ptilocnemis,339
335,2380,SHAS,Sharp-tailed Sandpiper,Calidris acuminata,331
336,2390,PESA,Pectoral Sandpiper,Calidris melanotos,345
337,2400,WRSA,White-rumped Sandpiper,Calidris fuscicollis,343
338,2410,BASA,Baird's Sandpiper,Calidris bairdii,341
339,2420,LESA,Least Sandpiper,Calidris minutilla,342
340,2422,RNST,Red-necked Stint,Calidris ruficollis,336
341,2423,LTST,Long-toed Stint,Calidris subminuta,334
342,2430,DUNL,Dunlin,Calidris alpina,338
343,2440,CUSA,Curlew Sandpiper,Calidris ferruginea,333
344,2450,SPOS,Spoon-billed Sandpiper,Calidris pygmea,335
345,2460,SESA,Semipalmated Sandpiper,Calidris pusilla,346
346,2470,WESA,Western Sandpiper,Calidris mauri,347
347,2480,SAND,Sanderling,Calidris alba,337
348,2490,MAGO,Marbled Godwit,Limosa fedoa,324
349,2500,BARG,Bar-tailed Godwit,Limosa lapponica,323
351,2510,HUGO,Hudsonian Godwit,Limosa haemastica,322
352,2520,BLAG,Black-tailed Godwit,Limosa limosa,321
353,2532,CGRE,Common Greenshank,Tringa nebularia,311
354,2540,GRYE,Greater Yellowlegs,Tringa melanoleuca,312
355,2550,LEYE,Lesser Yellowlegs,Tringa flavipes,314
356,2560,SOSA,Solitary Sandpiper,Tringa solitaria,308
357,2561,WOSA,Wood Sandpiper,Tringa glareola,316
358,2562,MASA,Marsh Sandpiper,Tringa stagnatilis,315
359,2580,WILL,Willet,Tringa semipalmata,313
360,2590,WATA,Wandering Tattler,Tringa incana,310
361,2591,GTTA,Gray-tailed Tattler,Tringa brevipes,309
362,2600,RUFF,Ruff,Calidris pugnax,330
363,2610,UPSA,Upland Sandpiper,Bartramia longicauda,317
364,2620,BBSA,Buff-breasted Sandpiper,Calidris subruficollis,344
365,2630,SPSA,Spotted Sandpiper,Actitis macularius,307
366,2631,COSA,Common Sandpiper,Actitis hypoleucos,306
367,2640,LBCU,Long-billed Curlew,Numenius americanus,320
368,2650,WHIM,Whimbrel,Numenius phaeopus,318
369,2680,BTCU,Bristle-thighed Curlew,Numenius tahitiensis,319
370,2690,NOLA,Northern Lapwing,Vanellus vanellus,287
371,2691,EUDO,Eurasian Dotterel,Charadrius morinellus,302
372,2700,BBPL,Black-bellied Plover,Pluvialis squatarola,288
373,2710,EUGP,European Golden-Plover,Pluvialis apricaria,289
374,2720,AMGP,American Golden-Plover,Pluvialis dominica,290
375,2721,PAGP,Pacific Golden-Plover,Pluvialis fulva,291
376,2729,LEGP,Lesser Golden-Plover,hybrid,292
377,2730,KILL,Killdeer,Charadrius vociferus,300
378,2740,SEPL,Semipalmated Plover,Charadrius semipalmatus,298
379,2750,CRPL,Common Ringed Plover,Charadrius hiaticula,297
380,2770,PIPL,Piping Plover,Charadrius melodus,299
381,2780,SNPL,Snowy Plover,Charadrius nivosus,294
382,2781,WSPL,Western Snowy Plover,Charadrius nivosus nivosus,295
383,2790,LRSP,Lesser Sand-Plover,Charadrius mongolus,293
384,2800,WIPL,Wilson's Plover,Charadrius wilsonia,296
385,2810,MOPL,Mountain Plover,Charadrius montanus,301
387,2820,SURF,Surfbird,Calidris virgata,329
388,2830,RUTU,Ruddy Turnstone,Arenaria interpres,325
389,2840,BLTU,Black Turnstone,Arenaria melanocephala,326
390,2860,AMOY,American Oystercatcher,Haematopus palliatus,285
391,2870,BLOY,Black Oystercatcher,Haematopus bachmani,286
392,2880,NOJA,Northern Jacana,Jacana spinosa,305
393,3120,BTPI,Band-tailed Pigeon,Patagioenas fasciata,456
394,3121,PLPI,Plain Pigeon,Patagioenas inornata,454
395,3122,PRPP,Puerto Rican Plain Pigeon,Patagioenas inornata wetmorei,455
396,3130,RBPI,Red-billed Pigeon,Patagioenas flavirostris,453
397,3140,WCPI,White-crowned Pigeon,Patagioenas leucocephala,452
398,3141,SNPI,Scaly-naped Pigeon,Patagioenas squamosa,451
399,3151,SPDO,Spotted Dove,Streptopelia chinensis,460
400,3152,AFCD,African Collared-Dove,Streptopelia roseogrisea,458
401,3153,ZEBD,Zebra Dove,Geopelia striata,461
402,3154,WTGD,White-throated Ground-Dove,Gallicolumba xanthonura,466
403,3155,MAFD,Mariana Fruit Dove,Ptilinopus roseicapilla,470
404,3158,PHTD,Philippine Turtle-Dove,Streptopelia bitorquata,457
405,3159,ECDO,Eurasian Collared-Dove,Streptopelia decaocto,459
406,3160,MODO,Mourning Dove,Zenaida macroura,479
407,3161,EADO,Eared Dove,Zenaida auriculata,478
408,3170,ZEND,Zenaida Dove,Zenaida aurita,477
409,3180,WTDO,White-tipped Dove,Leptotila verreauxi,474
410,3181,CADO,Caribbean Dove,Leptotila jamaicensis,475
411,3190,WWDO,White-winged Dove,Zenaida asiatica,476
412,3200,COGD,Common Ground-Dove,Columbina passerina,463
413,3201,RUGD,Ruddy Ground-Dove,Columbina talpacoti,464
414,3210,INDO,Inca Dove,Columbina inca,462
415,3220,KWQD,Key West Quail-Dove,Geotrygon chrysia,472
416,3221,RUQD,Ruddy Quail-Dove,Geotrygon montana,465
417,3222,BRQD,Bridled Quail-Dove,Geotrygon mystacea,473
418,3240,CALC,California Condor,Gymnogyps californianus,229
419,3250,TUVU,Turkey Vulture,Cathartes aura,228
420,3260,BLVU,Black Vulture,Coragyps atratus,227
421,3270,STKI,Swallow-tailed Kite,Elanoides forficatus,232
